800007";"A.P.G. ARQUITECTURA, PLANEAMIENTO Y GESTION, S.L.P., SOCIEDAD
1001903";"AESPLUS ARQUITECTOS, S.L.P., SOCIEDAD
1002236";"AGUADO ARQUITECTOS, S.L.P., SOCIEDAD
1002355";"ALBERRO ARQUITECTOS, S.L.P., SOCIEDAD
1005512";"ALEXIS GONZALEZ ARQUITECTOS, S.L.P., SOCIEDAD
1001999";"ALFONSO VALENCIA ARQUITECTURA, S.L.P., SOCIEDAD
1005562";"AMES ARQUITECTOS, S.L.P., SOCIEDAD
1001107";"ANTONIO MARTINEZ ARAGON ESTUDIO DE ARQUITECTURA, S.L.U.P., SOCIEDAD
1003575";"ARCHIPLAN SPAIN, S.L.P., SOCIEDAD
1002435";"ARCHITUD, S.L.P., SOCIEDAD
800447";"ARQUI3 MIJAS COSTA, S.C.P., SOCIEDAD
800021";"ARQUIDESUR S.L.P., SOCIEDAD
800406";"ARQUIGRAF PROYECTOS, S.L.P., SOCIEDAD
1001070";"ARQUISURLAURO, S.L.P., SOCIEDAD
1004873";"ARQUITECTURA Y GESTION EME UNO MARBELLA, S.L.U.P., SOCIEDAD
1002719";"ARQUITECTURA Y PLANIFICACION URBANISTICA, S.L.P., SOCIEDAD
1005139";"ARQUITECTURA, PROYECTOS Y PLANEAMIENTO, S.L.P., SOCIEDAD
1002288";"ARQUIVELEZ PROYECTOS, S.L.P., SOCIEDAD
1001326";"ARQUIZA 06, S.L.U.P., SOCIEDAD
1005552";"ARSTIERRA ARQUITECTURA, S.L.P., SOCIEDAD
800009";"ASENJO Y ASOCIADOS-ARQUITECTURA, INGENIERA Y URBANISMOS, S.L.P., SOCIEDAD
1004387";"ATRIO ARQUITECTURA Y URBANISMO, S.L.P., SOCIEDAD
800071";"BARMI DISEÑO, S.L.P., SOCIEDAD
1002189";"BENEDICTO ARQUITECTOS ASOCIADOS, S.L.P., SOCIEDAD
1002289";"CARLOS LAMAS 365, S.L.P., SOCIEDAD
800429";"COBOROS ARQUITECTOS ASOCIADOS, S.L.P., SOCIEDAD
1001433";"CRANEDARQ, S.L.P., SOCIEDAD
1001300";"CRISTIAN LARRAIN K. ARQUITECTOS, S.L.P., SOCIEDAD
800296";"DIARCO 21 MALAGA, S.L.P., SOCIEDAD
800232";"DOMINGO CORPAS ARQUITECTURA, S.L.P., SOCIEDAD
800606";"EJECUCION DEL PLANEAMIENTO 2, S.L.P., SOCIEDAD
1001773";"ESTUDIO ARKIMD, S.L.P., SOCIEDAD
800184";"ESTUDIO ARQUITECTURA PUERTO BANUS, S.L.P., SOCIEDAD
1002510";"ESTUDIO DE ARQUITECTURA DOMINGO Y LUQUE, S.L.P., SOCIEDAD
1000370";"ESTUDIO DE ARQUITECTURA MANUEL BURGOS,S.L.P., SOCIEDAD
1002575";"ESTUDIO SEGUI ARQUITECTURA Y PLANEAMIENTO, S.L.P., SOCIEDAD
1002396";"ESVAD, S.L.P., SOCIEDAD
1001676";"FEROCA ARQUITECTURA, S.L.P., SOCIEDAD
800117";"FRANCISCO JAVIER NARANJO SANCHEZ, S.L.P.U., SOCIEDAD
800064";"GARCIA GARRIDO Y GARCIA SEGURA ARQUITECTOS, S.C.P., SOCIEDAD
800470";"GESCON ARQUITECTOS, S.L.P., SOCIEDAD
1001208";"GRUPO 4M ARQUITECTURA Y URBANISMO, S.L.P., SOCIEDAD
1002349";"H.C.P. ARQUITECTOS Y URBANISTAS, S.L.P., SOCIEDAD
1005565";"HERGUEDAS SANCHEZ ARQUITECTURA Y EDIFICACION, S.L.P.U., SOCIEDAD
810417";"HUETE ARQUITECTOS, S.L.P., SOCIEDAD
1003941";"HUGO TORRICO CAMACHO ARQUITECTOS, S.L.P., SOCIEDAD
800164";"JAVIER MARTIN MALO Y ASOCIADOS ARQUITECTURA URBANISMO Y MEDIO AMBIENTE, SAP, SOCIEDAD
1001900";"JIMENEZPOZO ARQUITECTOS, S.L.P., SOCIEDAD
800265";"JUAN CARLOS CRUCES Y ASOCIADOS, S.L.P., SOCIEDAD
1005566";"KROESCON 2004, S.L.P.U., SOCIEDAD
1000882";"L4 ARQUITECTOS, S.L.P., SOCIEDAD
800446";"LUIS MACHUCA Y ASOCIADOS, S.L.P., SOCIEDAD
800045";"MAD ARQUITECTURA, S.L.P., SOCIEDAD
1003016";"MAHATMA ARQUITECTOS, S.L.P., SOCIEDAD
1004658";"MAIA CONSULTORIA DE MEDIO AMBIENTE, INGENIERIA Y ARQUITECTURA, S.L.P., SOCIEDAD
1002393";"MARINA UNO, S.L.P., SOCIEDAD
800213";"MIGUEL ANGEL DIAZ ROMERO ASOCIADOS, S.L.P., SOCIEDAD
1000963";"MILET OLIVER ARQUITECTOS, S.L.P., SOCIEDAD
1001075";"MO2 ARQUITECTURA MAS DISEÑO, S.L.P., SOCIEDAD
1001336";"MONTBAU ARQUITECTOS Y ASOCIADOS, S.L.P.U., SOCIEDAD
800414";"MONTERO MORALES ARQUITECTOS, S.L.P., SOCIEDAD
800433";"MONTOYA MOLINA, S.L.P., SOCIEDAD
800235";"NARVAEZ Y HERMOSO, S.L.P., SOCIEDAD
1001884";"NEOARQUITECTOS, S.L.P.U., SOCIEDAD
1002720";"OCTOGON ARQUITECTOS, S.L.P., SOCIEDAD
1001766";"OFICINA ARQUITECTURA MALAGA, S.L.P., SOCIEDAD
1005015";"OFICINA DE ARQUITECTURA MARBELLA, S.L.P., SOCIEDAD
800448";"P4ARQUITECTOS, S.L.P., SOCIEDAD
1002147";"PABLO SEPULVEDA ARQUITECTOS, S.L.P., SOCIEDAD
1003267";"PATRIMONIO 48 ARQUITECTOS, S.L.P., SOCIEDAD
1002218";"PEREZ DEL PULGAR GONZALEZ PARRILLA ARQUITECTOS, S.L.P., SOCIEDAD
800441";"RETAMERO-SALESI ASOCIADOS, S.L.P., SOCIEDAD
800424";"ROBLES DIAZ ARQUITECTOS, S.L.P., SOCIEDAD
1001320";"ROYLER ARQUITECTURA, S.L.P., SOCIEDAD
800034";"SANTOS REIN Y SANTOS GALERA ARQUITECTOS, S.L.P., SOCIEDAD
1000997";"SERPRODA, S.L.P., SOCIEDAD
1005567";"SERVA 88, S.L.P., SOCIEDAD
1001116";"SIERRA ALANO, S.L.P., SOCIEDAD
1000366";"SOCIEDAD AV PLUS ARQUITECTOS, S.L.P.,
800276";"SOCIEDAD TAU 2000, S.L.P., SOCIEDAD
1005363";"SOMA DISEÑOS, S.L.P, SOCIEDAD
800455";"SORIANO Y LOPEZ ARQUITECTOS, S.C.P., SOCIEDAD
1001646";"STRAUB ARQUITECTOS, S.L.P., SOCIEDAD
1005277";"STUDIO 411 CONSULTANTS, S.L.P., SOCIEDAD
1002360";"TAUARQUITECTO, S.L.P., SOCIEDAD
800413";"TECNICOS EN ARQUITECTURA MALAGUEÑA Y AXARQUIA, S.L.P., SOCIEDAD
1005137";"TEODORO CABRILLA, S.L.P., SOCIEDAD
1004373";"TOBAL ARQUITECTOS, S.L.P., SOCIEDAD
800003";"TORRAS Y SIERRA ARQUITECTOS, S.A.P., SOCIEDAD
800297";"TORZAY ARQUITECTURA, S.L.P., SOCIEDAD
1001952";"TROYANO ARQUITECTOS, S.L.P., SOCIEDAD
1000879";"URBANISMO Y ARQUITECTURA OLIVARES, S.L.P., SOCIEDAD
1002293";"URBANITAS MALAGA, S.L.P., SOCIEDAD
1005067";"VILLARROEL TORRICO, S.L.P., SOCIEDAD